Style,Variant Code,total_quantity,stock_level,tier,Selling Price
HADY CURVED SHOULDER BAG,976.NS.,1.0,Critical,okay,79.99
KATHANI,990.2XS.,1.0,Critical,okay,499.0
CIANA LARGE WALLET / CROSSBODY,440NS,1.0,Critical,okay,68.88
TURNER,990XL,1.0,Critical,okay,499.0
KATHANI,870.S.,1.0,Critical,okay,499.0
LORNA,62004,1.0,Critical,okay,297.0
VALENCIA LARGE WRISTLET,545.NS,1.0,Critical,okay,79.99
VALENCIA LARGE WRISTLET,113NS,1.0,Critical,okay,79.99
ANGELA SHAWL,104.NS,1.0,Critical,okay,79.99
VALENCIA LARGE WRISTLET,930.NS,1.0,Critical,okay,79.99
HADY CURVED SHOULDER BAG,112.NS,1.0,Critical,okay,79.99
ANGELA SHAWL,990.NS,1.0,Critical,okay,79.99
FARRYN,735S,1.0,Critical,okay,87.0
KATHANI,990.S.,1.0,Critical,okay,499.0
GRACIE,990.2XL.,1.0,Critical,okay,499.0
PHILIPA CROSSBODY,936.NS,1.0,Critical,okay,69.99
KATHANI,870.M.,1.0,Critical,okay,499.0
GISELE,340.XL,1.0,Critical,okay,77.0
GISELE,632.XL,1.0,Critical,okay,77.0
MATHIS,870.S,1.0,Critical,okay,77.0
GISELE,340.M,1.0,Critical,okay,77.0
MATHIS,870.L,1.0,Critical,okay,77.0
GISELE,125.L,1.0,Critical,okay,77.0
GISELE,632.L,1.0,Critical,okay,77.0
PHILIPA MINI BACKPACK,936.NS,1.0,Critical,okay,69.99
ASYA,160.XL,1.0,Critical,okay,69.99
CHANYSE,990.S,1.0,Critical,okay,449.99
ELLARIA,990.XS,1.0,Critical,okay,149.99
GISELE,125.XL,1.0,Critical,okay,77.0
GISELE,632.S,1.0,Critical,okay,77.0
EMMA,990.XL,1.0,Critical,okay,77.0
VALE,990.M,1.0,Critical,okay,497.0
VALE,990.L,1.0,Critical,okay,497.0
VALE,990.3XS,1.0,Critical,okay,497.0
VALE,990.2XS,1.0,Critical,okay,497.0
KATHANI,990.M.,1.0,Critical,okay,499.0
KATHI,990.S,1.0,Critical,okay,87.0
FARRYN,735XS,1.0,Critical,okay,87.0
VAYDA,990.XS,1.0,Critical,okay,87.0
VAYDA,669.M,1.0,Critical,okay,87.0
VIDA,990L,1.0,Critical,okay,97.0
MAXYM,990.L,1.0,Critical,okay,97.0
JODIE,990.XS.,1.0,Critical,okay,97.0
REESE,990.3XS,1.0,Critical,okay,567.0
GEANA,990.NS,1.0,Critical,okay,99.0
SHELLY,910.M.,1.0,Critical,okay,99.99
RAMONA CROSSBODY,821.NS,1.0,Critical,okay,99.99
FALLON BACKPACK,114.NS,1.0,Critical,okay,99.99
CLAUDIA TOTE,990.NS.,1.0,Critical,okay,99.99
DRIELLE,620.L,1.0,Critical,okay,99.99
KATEY CROSSBODY,620.NS,1.0,Critical,okay,99.99
CONNI,116.2XL,1.0,Critical,okay,99.99
SUKI,990.41.,1.0,Critical,okay,99.99
MALENA,122.L.,1.0,Critical,okay,99.99
KATEY CROSSBODY,990.NS,1.0,Critical,okay,99.99
DRIELLE,620.3XS,1.0,Critical,okay,99.99
SHELLY,940.2XS.,1.0,Critical,okay,99.99
SHELLY,910.XS.,1.0,Critical,okay,99.99
ALIE,340.2XS,1.0,Critical,okay,99.99
ETHAN,350.S,1.0,Critical,okay,89.99
ALIE,340.3XS,1.0,Critical,okay,99.99
WILL,931.S,1.0,Critical,okay,89.99
HAYDEN,895S,1.0,Critical,okay,547.0
VAYDA,669.S,1.0,Critical,okay,87.0
PRIMA,990.XL,1.0,Critical,okay,87.0
JOSEF,730.XL,1.0,Critical,okay,87.0
LIAM,870.M,1.0,Critical,okay,87.0
FARRYN,730.XS,1.0,Critical,okay,87.0
VAN,990.XL,1.0,Critical,okay,499.99
PRISCILLA,990.2XL,1.0,Critical,okay,499.99
PRISCILLA,990.XS,1.0,Critical,okay,499.99
FARRYN,730.S,1.0,Critical,okay,87.0
LORNA,72308,1.0,Critical,okay,297.0
FARRYN,857.XS.,1.0,Critical,okay,87.0
VAILA,311.NS,1.0,Critical,okay,88.0
VAILA,730.NS,1.0,Critical,okay,88.0
ETHAN,815.M,1.0,Critical,okay,89.99
WILL,460.M,1.0,Critical,okay,89.99
ETHAN,815.XL,1.0,Critical,okay,89.99
ETHAN,350.3XL,1.0,Critical,okay,89.99
WILL,460.2XL,1.0,Critical,okay,89.99
HAYDEN,895.3XL,1.0,Critical,okay,547.0
WILL,460.3XL,1.0,Critical,okay,89.99
LEXLEY,990.3XS.,1.0,Critical,okay,149.99
ZIARA,723.XS.,1.0,Critical,okay,199.99
KAMYLA,700.3XS,1.0,Critical,okay,149.99
YANI,990.2XL,1.0,Critical,okay,229.0
LAUREL,710.14,1.0,Critical,okay,229.0
JACKY,990.M.,1.0,Critical,okay,199.0
GAVIN,990.L,1.0,Critical,okay,219.99
PHYLLA,990.XS,1.0,Critical,okay,219.99
MAURICE,890.S.,1.0,Critical,okay,199.0
HELENA,870.3XS.,1.0,Critical,okay,219.99
PAULA,410.XS,1.0,Critical,okay,219.99
ARLENE,633.14,1.0,Critical,okay,199.0
PAULA,410.3XS,1.0,Critical,okay,219.99
PAULA,531.3XS,1.0,Critical,okay,219.99
PAULA,990.L,1.0,Critical,okay,219.99
PHYLLA,990.3XS,1.0,Critical,okay,219.99
MAURICE,890.L.,1.0,Critical,okay,199.0
JACKY,990.2XL.,1.0,Critical,okay,199.0
MAURICE,890.3XL.,1.0,Critical,okay,199.0
REDFORD,870.3XL,1.0,Critical,okay,199.0
KAYDEN,916.M,1.0,Critical,okay,199.99
HELENA,870.M.,1.0,Critical,okay,219.99
YANI,990.M,1.0,Critical,okay,229.0
INESSA,990.2XS,1.0,Critical,okay,229.0
YANI,990.XL,1.0,Critical,okay,229.0
TESSA,553.04,1.0,Critical,okay,199.0
TESSA,553.00,1.0,Critical,okay,199.0
ARLENE,990.00,1.0,Critical,okay,199.0
AVALIE,990.M,1.0,Critical,okay,229.99
EVELYN,160.L.,1.0,Critical,okay,229.99
SHYLA,723.XL.,1.0,Critical,okay,229.99
BRENNA,920.S,1.0,Critical,okay,229.99
DRAKE,990.S,1.0,Critical,okay,229.99
ALESSANDRA,990.L,1.0,Critical,okay,229.99
SHYLA,723.XS.,1.0,Critical,okay,229.99
RHETT,990.XS.,1.0,Critical,okay,199.0
REDFORD,990.L,1.0,Critical,okay,199.0
RHETT,990.XL.,1.0,Critical,okay,199.0
ARLENE,990.06,1.0,Critical,okay,199.0
ISLA,460.2XL.,1.0,Critical,okay,199.0
ARLENE,633.00,1.0,Critical,okay,199.0
ARLENE,815.00,1.0,Critical,okay,199.0
BORYS,730.S,1.0,Critical,making_progress,1299.99
GEDDY,990.M,1.0,Critical,making_progress,1299.99
HUNTLEY,990.M,1.0,Critical,okay,199.99
TESSA,553.10,1.0,Critical,okay,199.0
KAYDEN,350.3XL,1.0,Critical,okay,199.99
HUNTLEY,990.3XL.,1.0,Critical,okay,199.99
RUTGER,632.XL.,1.0,Critical,okay,199.99
RUTGER,470.XL,1.0,Critical,okay,199.99
CAMMIE,990.2XS,1.0,Critical,okay,199.99
MILLIE,998.S,1.0,Critical,okay,199.99
CAMMIE,990.M,1.0,Critical,okay,199.99
LEIGHTON,890XS,1.0,Critical,okay,199.99
HUNTLEY,870.L.,1.0,Critical,okay,199.99
LEIGHTON,990XL,1.0,Critical,okay,199.99
LEIGHTON,990L,1.0,Critical,okay,199.99
HUNTLEY,870.3XL.,1.0,Critical,okay,199.99
HUNTLEY,870.M.,1.0,Critical,okay,199.99
KASPER,990.2XL,1.0,Critical,okay,199.99
KASPER,902.XS,1.0,Critical,okay,199.99
ZACK,990XS,1.0,Critical,okay,199.99
KEVYN,990.XL,1.0,Critical,okay,199.99
ZIARA,990.XS,1.0,Critical,okay,199.99
ZIARA,990.2XS,1.0,Critical,okay,199.99
HAWKE,990.3XL,1.0,Critical,okay,199.99
ENYA,350.2XL,1.0,Critical,okay,199.99
ALAY,990.XS,1.0,Critical,okay,199.99
ENYA,990.XL,1.0,Critical,okay,199.99
RALPH,990.S.,1.0,Critical,okay,199.99
ATHENA,116.XL,1.0,Critical,okay,199.99
LEIGHTON,990XS,1.0,Critical,okay,199.99
ENYA,990.XS,1.0,Critical,okay,199.99
MILLIE,998.L,1.0,Critical,okay,199.99
LYNDEN,990.M,1.0,Critical,okay,199.99
HAWKE,870.3XL,1.0,Critical,okay,199.99
ATHENA,116.M,1.0,Critical,okay,199.99
ATHENA,116.3XS,1.0,Critical,okay,199.99
ATHENA,990.M,1.0,Critical,okay,199.99
ZIARA,723.M.,1.0,Critical,okay,199.99
SHEANA,990.XS,1.0,Critical,okay,68.0
GRANT,916.2XL,1.0,Critical,okay,199.99
ZIARA,723.3XS.,1.0,Critical,okay,199.99
ZIARA,990.2XL,1.0,Critical,okay,199.99
IANA,990.2XS,1.0,Critical,okay,199.99
ANGE,815.3XS,1.0,Critical,okay,199.99
SAMARA,953.2XS,1.0,Critical,okay,199.99
PHOENIX,990.M,1.0,Critical,okay,199.99
IANA,990.3XS,1.0,Critical,okay,199.99
HUNTLEY,870.XS,1.0,Critical,okay,199.99
MCKENNA 2,919.2XS,1.0,Critical,okay,149.99
JACKY,990.2XS.,1.0,Critical,okay,199.0
EVELYN,160.XL.,1.0,Critical,okay,229.99
NATALIE,700.M.,1.0,Critical,okay,179.99
NATALIE,700.XS.,1.0,Critical,okay,179.99
RYSA,639.2XL,1.0,Critical,okay,179.99
NATALIE,916.2XS.,1.0,Critical,okay,179.99
NATALIE,700.3XS.,1.0,Critical,okay,179.99
SHARRIE,990.M,1.0,Critical,okay,179.99
ARCHIE,998.M,1.0,Critical,okay,249.99
RYSA,340.2XL,1.0,Critical,okay,179.99
NATALIE,916.L.,1.0,Critical,okay,179.99
HINISHA,730.L,1.0,Critical,making_progress,1499.99
HINISHA,116.XS,1.0,Critical,making_progress,1499.99
ZOEY,553.S,1.0,Critical,okay,249.99
LAINEY,990.02,1.0,Critical,okay,249.99
LAINEY,990.06,1.0,Critical,okay,249.99
LAINEY,990.08,1.0,Critical,okay,249.99
LAINEY,990.14,1.0,Critical,okay,249.99
CICELY,730.14,1.0,Critical,okay,249.0
CICELY,990.02,1.0,Critical,okay,249.0
HINISHA,116.L,1.0,Critical,making_progress,1499.99
YORIE,990.10,1.0,Critical,okay,179.0
YORIE,990.00,1.0,Critical,okay,179.0
DALE,990.XS.,1.0,Critical,okay,249.99
ETIENNE,990.3XL,1.0,Critical,okay,269.0
RUBY,549.XS.,1.0,Critical,okay,169.99
BRETTA,116.XS,1.0,Critical,okay,169.99
BRETTA,414.M,1.0,Critical,okay,169.99
BRETTA,414.L,1.0,Critical,okay,169.99
BRETTA,116.2XS,1.0,Critical,okay,169.99
RUBY,920.2XL.,1.0,Critical,okay,169.99
LACE,555.2XS.,1.0,Critical,okay,169.99
LOKA,990.XS,1.0,Critical,okay,169.99
LACE,555.S.,1.0,Critical,okay,169.99
MARINA,990.06,1.0,Critical,okay,169.99
LOKA,990.2XL,1.0,Critical,okay,169.99
MARINA,990.12,1.0,Critical,okay,169.99
ELLIANA,990.06,1.0,Critical,okay,169.99
MARINA,990.10,1.0,Critical,okay,169.99
JULISSA,990XS,1.0,Critical,okay,249.99
FENTON,990.M.,1.0,Critical,okay,249.99
ANSELMA,990.2XL,1.0,Critical,okay,249.99
DALE,990.L.,1.0,Critical,okay,249.99
REGGIE,998.L,1.0,Critical,okay,249.0
JACKY,670.S.,1.0,Critical,okay,199.0
REGGIE,998.XL,1.0,Critical,okay,249.0
CICELY,730.00,1.0,Critical,okay,249.0
HANELL,116.3XS,1.0,Critical,okay,199.0
ISLA,460.2XS.,1.0,Critical,okay,199.0
HANELL,116.XL,1.0,Critical,okay,199.0
HARLYN,730.3XL,1.0,Critical,okay,199.0
HARLYN,990.2XL,1.0,Critical,okay,199.0
AVALIE,735.2XL,1.0,Critical,okay,229.99
AVALIE,735.XL,1.0,Critical,okay,229.99
AVALIE,735.2XS,1.0,Critical,okay,229.99
SHYLA,723.M.,1.0,Critical,okay,229.99
AVALIE,990.XL,1.0,Critical,okay,229.99
HANELL,116.XS,1.0,Critical,okay,199.0
HANELL,622.2XL,1.0,Critical,okay,199.0
HANELL,622.XL,1.0,Critical,okay,199.0
BOND,870.S,1.0,Critical,okay,199.0
BOND,990.S,1.0,Critical,okay,199.0
HARLYN,990.XL,1.0,Critical,okay,199.0
ISLA,460.S.,1.0,Critical,okay,199.0
JACKY,990.L.,1.0,Critical,okay,199.0
HANELL,116.2XS,1.0,Critical,okay,199.0
BRENNA,920.M,1.0,Critical,okay,229.99
BRENNA,990.L,1.0,Critical,okay,229.99
BRENNA,990.XS,1.0,Critical,okay,229.99
JON,733.2XL,1.0,Critical,okay,249.0
ELANDRA,622.XL,1.0,Critical,okay,179.99
FELICITE,890.S,1.0,Critical,okay,179.99
ELANDRA,622.S,1.0,Critical,okay,179.99
VICTOR,733.3XL,1.0,Critical,okay,189.99
SHARYN,990.S,1.0,Critical,okay,197.0
SHARYN,990.L,1.0,Critical,okay,197.0
JEREMY,990.L.,1.0,Critical,okay,198.99
JEREMY,990.2XL.,1.0,Critical,okay,198.99
ISLA,990.2XL.,1.0,Critical,okay,199.0
HANELL,990.2XL,1.0,Critical,okay,199.0
SETH,990.XS,1.0,Critical,okay,238.99
BRENNA,471XS,1.0,Critical,okay,229.99
DARIO,990.M.,1.0,Critical,okay,229.99
BRENNA,700.L,1.0,Critical,okay,229.99
JEMMA,990.3XS,1.0,Critical,okay,229.99
SHYLA,990.M,1.0,Critical,okay,229.99
BRENNA,4712XS,1.0,Critical,okay,229.99
DARIO,990.L.,1.0,Critical,okay,229.99
CICELY,730.04,1.0,Critical,okay,249.0
NOELA,990.S,1.0,Critical,okay,67.0
ZIARA,990.3XS,1.0,Critical,okay,199.99
CHENAH CROSSBODY,990.NS,1.0,Critical,okay,59.99
SAMUEL,870.S.,1.0,Critical,okay,349.0
OLLIE,990.L,1.0,Critical,okay,349.0
OLLIE,990.XL,1.0,Critical,okay,349.0
KEDDA,990.XL,1.0,Critical,okay,349.99
AUBRIEL,990.10,1.0,Critical,okay,349.99
DALYLA,670.L,1.0,Critical,okay,349.99
HADDON,932.2XL.,1.0,Critical,okay,19.99
RENFIELD,990.XL.,1.0,Critical,okay,349.99
KEYLA,990M,1.0,Critical,okay,349.99
COEN,990XS,1.0,Critical,okay,349.99
MIRA,990.3XS,1.0,Critical,okay,349.99
AUBRIEL,990.06,1.0,Critical,okay,349.99
PEARSON,128.2XL.,1.0,Critical,okay,19.99
OLLIE,990.2XL,1.0,Critical,okay,349.0
PEARSON,932.L.,1.0,Critical,okay,19.99
COEN,3502XL,1.0,Critical,okay,349.99
COEN,350XL,1.0,Critical,okay,349.99
SHELBY,990.M.,1.0,Critical,okay,19.99
BOOKER,128.XL.,1.0,Critical,okay,19.99
BOOKER,409.L.,1.0,Critical,okay,19.99
SHADEL,990.S,1.0,Critical,okay,379.99
HADDON,990.M.,1.0,Critical,okay,19.99
SHADEL,100.M,1.0,Critical,okay,379.99
SHELBY,104.2XL.,1.0,Critical,okay,19.99
SUTTON,104.XS.,1.0,Critical,okay,19.99
STAR,990.XL,1.0,Critical,okay,379.99
SADIE,401.M.,1.0,Critical,okay,19.99
KASI BELT,853.40,1.0,Critical,okay,19.99
SADIE,104.S.,1.0,Critical,okay,19.99
SADIE,120.M.,1.0,Critical,okay,19.99
ELENA,414.2XS,1.0,Critical,okay,349.0
SAMUEL,990.3XL.,1.0,Critical,okay,349.0
LEWIS,620.XS,1.0,Critical,okay,329.0
LEWIS,620.M,1.0,Critical,okay,329.0
LEWIS,620.L,1.0,Critical,okay,329.0
EMMILA,990.2XL.,1.0,Critical,okay,329.0
SADIE,120.XS.,1.0,Critical,okay,19.99
SADIE,120.2XS.,1.0,Critical,okay,19.99
SADIE,990.2XL.,1.0,Critical,okay,19.99
SHADEL,990.XL,1.0,Critical,okay,379.99
SHADEL,990.M,1.0,Critical,okay,379.99
SADIE,990.XL.,1.0,Critical,okay,19.99
ALYSON,990.L,1.0,Critical,okay,339.99
ALYSON,990.XS,1.0,Critical,okay,339.99
MACKSON,400.S,1.0,Critical,okay,349.0
ELENA,116.L,1.0,Critical,okay,349.0
HADDON,990.L.,1.0,Critical,okay,19.99
CLARICE,815.XL,1.0,Critical,okay,349.0
ELENA,414.L,1.0,Critical,okay,349.0
OSLO,990.M,1.0,Critical,okay,349.0
CLARICE,414.XL,1.0,Critical,okay,349.0
OSLO,990.2XL,1.0,Critical,okay,349.0
SAMUEL,870.2XL.,1.0,Critical,okay,349.0
GEORGE,990.XL.,1.0,Critical,okay,349.0
AVA,998.NS,1.0,Critical,okay,17.99
BOOKER,990.L.,1.0,Critical,okay,19.99
AMY,998.NS,1.0,Critical,okay,17.99
HADDON,932.XL.,1.0,Critical,okay,19.99
PEARSON,932.XL.,1.0,Critical,okay,19.99
SAMUEL,870.3XL.,1.0,Critical,okay,349.0
MACKSON,400.XL,1.0,Critical,okay,349.0
LEWIS,460.XS,1.0,Critical,okay,329.0
KASI BELT,620.28,1.0,Critical,okay,19.99
JULIETTE,831.XS,1.0,Critical,okay,397.0
LILOU BELT,853.26,1.0,Critical,okay,19.99
SUTTON,104.M.,1.0,Critical,okay,19.99
DALIANE,633.XL,1.0,Critical,okay,399.0
MILLER,990.M,1.0,Critical,okay,399.0
PORTIA,990.M,1.0,Critical,okay,369.99
DITA,633.3XS,1.0,Critical,okay,377.0
NATE,460.3XL,1.0,Critical,okay,399.0
DITA,815.3XS,1.0,Critical,okay,377.0
NIKOLAS,851.XS,1.0,Critical,okay,399.0
DALIANE,723L,1.0,Critical,okay,399.0
PAUL,932.S.,1.0,Critical,okay,399.0
NATE,990.2XL,1.0,Critical,okay,399.0
KIKI BELT,730.36,1.0,Critical,okay,19.99
TENZIN,990.XS,1.0,Critical,okay,29.0
DITA,990.L,1.0,Critical,okay,377.0
KIMAYA,100.M,1.0,Critical,okay,377.0
KIKI BELT,730.32,1.0,Critical,okay,19.99
ELIZA,670.2XS,1.0,Critical,okay,377.0
ELIZA,670.S,1.0,Critical,okay,377.0
KIKI BELT,990.38,1.0,Critical,okay,19.99
LILOU BELT,870.40,1.0,Critical,okay,19.99
ELIZA,633.XL,1.0,Critical,okay,377.0
PAUL,700.M.,1.0,Critical,okay,399.0
DITA,815.XS,1.0,Critical,okay,377.0
DITA,990.XS,1.0,Critical,okay,377.0
ELIZA,990.2XL,1.0,Critical,okay,377.0
LORNA,62014,1.0,Critical,okay,297.0
LORNA,62008,1.0,Critical,okay,297.0
KASI BELT,990.28,1.0,Critical,okay,19.99
SHELBY,990.2XL.,1.0,Critical,okay,19.99
ABERDEEN CARDHOLDER,622NS,1.0,Critical,okay,29.0
NATE,460.S,1.0,Critical,okay,399.0
SADIE,401.L.,1.0,Critical,okay,19.99
SADIE,104.XL.,1.0,Critical,okay,19.99
KASI BELT,620.42,1.0,Critical,okay,19.99
SHELBY,104.XL.,1.0,Critical,okay,19.99
JULIETTE,669.3XS,1.0,Critical,okay,397.0
JULIETTE,669.XL,1.0,Critical,okay,397.0
JULIETTE,712.M,1.0,Critical,okay,397.0
JULIETTE,620.3XS,1.0,Critical,okay,397.0
JULIETTE,620.M,1.0,Critical,okay,397.0
SHELBY,104.L.,1.0,Critical,okay,19.99
SHELBY,104.M.,1.0,Critical,okay,19.99
JULIETTE,712.L,1.0,Critical,okay,397.0
ZELDA,990.L,1.0,Critical,okay,29.0
TENZIN,990.S,1.0,Critical,okay,29.0
KATRIANE,990.3XS,1.0,Critical,okay,379.0
TENZIN,990.XL,1.0,Critical,okay,29.0
AVERY,100.S,1.0,Critical,okay,379.0
SADIE,104.XS.,1.0,Critical,okay,19.99
SUTTON,990.S.,1.0,Critical,okay,19.99
AVERY,633.XL,1.0,Critical,okay,379.0
SHELBY,990.S.,1.0,Critical,okay,19.99
LILOU BELT,870.28,1.0,Critical,okay,19.99
SADIE,104.2XL.,1.0,Critical,okay,19.99
ABERDEEN CARDHOLDER,113NS,1.0,Critical,okay,29.0
DALIANE,7232XL,1.0,Critical,okay,399.0
PEARSON,932.S.,1.0,Critical,okay,19.99
TENZIN,990.M,1.0,Critical,okay,29.0
ZELDA,990.S,1.0,Critical,okay,29.0
AVERY,990.2XL,1.0,Critical,okay,379.0
LEWIS,460.S,1.0,Critical,okay,329.0
MACKSON,400.L,1.0,Critical,okay,349.0
LANCE,919.XL,1.0,Critical,okay,299.99
DEVINA,847.28,1.0,Critical,okay,57.0
DEVINA,847.34,1.0,Critical,okay,57.0
DEVINA,990.28,1.0,Critical,okay,57.0
CHENAH SHOULDER BAG,990.NS,1.0,Critical,okay,49.99
AREANNA SMALL SHOULDER BAG,312.NS,1.0,Critical,okay,49.99
STAR,990.L,1.0,Critical,okay,379.99
AERYN,700.3XS,1.0,Critical,okay,299.99
CLAUDINE,990.S.,1.0,Critical,okay,299.99
LEDGER,990.M,1.0,Critical,okay,449.0
ASHER,7302XL,1.0,Critical,okay,449.0
HADY CELLPHONE HOLDER,250.NS,1.0,Critical,okay,49.99
DEVINA,847.36,1.0,Critical,okay,57.0
CHENAH SHOULDER BAG,805.NS,1.0,Critical,okay,49.99
SHADEL,100.XL,1.0,Critical,okay,379.99
MARTIN,321.XL.,1.0,Critical,okay,449.0
CARTER,990.XL,1.0,Critical,okay,449.0
BOWEN,3502XL,1.0,Critical,okay,449.0
ASHER,730L,1.0,Critical,okay,449.0
RONAN,460.S,1.0,Critical,okay,449.0
RONAN,990.XS,1.0,Critical,okay,449.0
BOWEN,670L,1.0,Critical,okay,449.0
RONAN,620.XS,1.0,Critical,okay,449.0
BOWEN,6702XL,1.0,Critical,okay,449.0
RONAN,460.XS,1.0,Critical,okay,449.0
LEWIS,460.2XL,1.0,Critical,okay,329.0
BOWEN,350S,1.0,Critical,okay,449.0
DEVINA,847.32,1.0,Critical,okay,57.0
KEYSI MEDIUM BI-FOLD WALLET,998.NS,1.0,Critical,okay,59.0
NIKO,990.L,1.0,Critical,okay,299.0
TATIANA,723XL,1.0,Critical,okay,299.0
TATIANA,723L,1.0,Critical,okay,299.0
NIKO,990.M,1.0,Critical,okay,299.0
TATIANA,723XS,1.0,Critical,okay,299.0
NIKO,990.2XL,1.0,Critical,okay,299.0
MYKEL,890.S,1.0,Critical,okay,299.0
AVERY,990.3XS,1.0,Critical,okay,379.0
TATIANA,620.M,1.0,Critical,okay,299.0
DIANA,990.XS,1.0,Critical,okay,299.0
AIDEN,917.L.,1.0,Critical,okay,299.0
DAAN,733.L,1.0,Critical,okay,379.99
AIDEN,917.2XL.,1.0,Critical,okay,299.0
SOMMER SHOULDER BAG,677.NS,1.0,Critical,okay,59.99
AIDEN,917.3XL.,1.0,Critical,okay,299.0
TATIANA,620.XL,1.0,Critical,okay,299.0
DIANA,116.2XS,1.0,Critical,okay,299.0
DIANA,990.S,1.0,Critical,okay,299.0
TATIANA,620.2XS,1.0,Critical,okay,299.0
AIDEN,914.M.,1.0,Critical,okay,299.0
TATIANA,710.XS,1.0,Critical,okay,299.0
CARTER,990.2XL,1.0,Critical,okay,449.0
TATIANA,620.3XS,1.0,Critical,okay,299.0
SADIE,401.S.,1.0,Critical,okay,19.99
SUTTON,990.M.,1.0,Critical,okay,19.99
ORSON,908.32,1.0,Critical,okay,49.99
KIMAYA,100.S,1.0,Critical,okay,377.0
RONAN,460.L,1.0,Critical,okay,449.0
MAGALIE,265.XS,1.0,Critical,okay,427.0
MAGALIE,265.2XS,1.0,Critical,okay,427.0
CLAUDINE,990.L.,1.0,Critical,okay,299.99
MAGALIE,470.3XS,1.0,Critical,okay,427.0
AERYN,990.L,1.0,Critical,okay,299.99
AERYN,700.XS,1.0,Critical,okay,299.99
AVITA,990.XS,1.0,Critical,okay,299.99
ANGELA SCARF,870.NS,1.0,Critical,okay,39.99
MAGALIE,870.2XS,1.0,Critical,okay,427.0
MAGALIE,870.XS,1.0,Critical,okay,427.0
ANDRE WALLET,990NS,1.0,Critical,okay,49.0
HADDON,128.2XL.,1.0,Critical,okay,19.99
EDEN,990.2XS,1.0,Critical,okay,399.99
ELSA,990L,1.0,Critical,okay,299.99
AERYN,549.XL,1.0,Critical,okay,299.99
MAGALIE,414.XL,1.0,Critical,okay,427.0
RONAN,460.M,1.0,Critical,okay,449.0
LORNA,62006,1.0,Critical,okay,297.0
ANGELA SCARF,120.NS,1.0,Critical,okay,39.99
DERICK,990.XS,1.0,Critical,okay,299.99
DERICK,990.M,1.0,Critical,okay,299.99
AERYN,620.L,1.0,Critical,okay,299.99
DERICK,990.3XL,1.0,Critical,okay,299.99
SADIE,120.S.,1.0,Critical,okay,19.99
AERYN,620.2XL,1.0,Critical,okay,299.99
SUTTON,990.L.,1.0,Critical,okay,19.99
SHADEL,355.XS,1.0,Critical,okay,379.99
MAGALIE,990.M,1.0,Critical,okay,427.0
EDEN,990.XS,1.0,Critical,okay,399.99
SHADEL,990.XS,1.0,Critical,okay,379.99
SHADEL,100.S,1.0,Critical,okay,379.99
EVIE,990.12.,1.0,Critical,okay,299.99
MARTIN,330.L.,1.0,Critical,okay,449.0
MARTIN,330.XL.,1.0,Critical,okay,449.0
CRESSIDA,990.14,1.0,Critical,okay,447.0
LANCE,919.XS,1.0,Critical,okay,299.99
SHADEL,100.2XS,1.0,Critical,okay,379.99
LANCE,919.S,1.0,Critical,okay,299.99
DARIA,520.2XS,1.0,Critical,okay,447.0
SANDER,990.3XL,1.0,Critical,okay,399.99
SHADEL,990.2XS,1.0,Critical,okay,379.99
ANGELA SCARF,990.NS,1.0,Critical,okay,39.99
EDEN,990.M,1.0,Critical,okay,399.99
CELINA CARDHOLDER,552NS,1.0,Critical,okay,49.0
EDEN,990.3XS,1.0,Critical,okay,399.99
MAGALIE,414.S,2.0,Critical,making_progress,427.0
MAGALIE,470.2XS,2.0,Critical,making_progress,427.0
MAGALIE,116.XL,2.0,Critical,making_progress,427.0
DAVYNA,120.NS,2.0,Critical,okay,129.99
JUNA SHOULDER BAG,112.NS,2.0,Critical,okay,129.99
MAGALIE,870.3XS,2.0,Critical,making_progress,427.0
MAGALIE,990.2XL,2.0,Critical,making_progress,427.0
MAGALIE,870.L,2.0,Critical,making_progress,427.0
MAGALIE,990.XL,2.0,Critical,making_progress,427.0
ALICE,990.XS.,2.0,Critical,making_progress,379.0
MAGALIE,265.3XS,2.0,Critical,making_progress,427.0
ELIZA,990.M,2.0,Critical,making_progress,377.0
DITA,990.3XS,2.0,Critical,making_progress,377.0
GREER,127.36.,2.0,Critical,okay,79.0
ADELYN,990.2XL,2.0,Critical,making_progress,399.0
MAGALIE,870.M,2.0,Critical,making_progress,427.0
MAGALIE,116.2XL,2.0,Critical,making_progress,427.0
MAGALIE,990.L,2.0,Critical,making_progress,427.0
ANNYK LARGE TOTE,100.NS,2.0,Critical,okay,129.99
DUTTON,990.3XL.,2.0,Critical,okay,188.88
GISELE,632.M,2.0,Critical,okay,77.0
JULIETTE,620.S,2.0,Critical,making_progress,397.0
JULIETTE,670XL,2.0,Critical,making_progress,397.0
GISELE,632.XS,2.0,Critical,okay,77.0
EVELYN,990.L,2.0,Critical,okay,77.0
ANGELA SHAWL,870.NS,2.0,Critical,okay,79.99
CLAUDIA SHOULDER BAG,990.NS.,2.0,Critical,okay,79.99
FALLON SLING,805.NS,2.0,Critical,okay,79.99
MILLER 2,990.2XL,2.0,Critical,making_progress,399.0
SOHO 24,110.24,2.0,Critical,okay,79.99
GISELE,990.XS,2.0,Critical,okay,77.0
VIVENNE,990.2XL.,2.0,Critical,making_progress,399.0
VIVENNE,870.2XL.,2.0,Critical,making_progress,399.0
PAUL,932.XS.,2.0,Critical,making_progress,399.0
